"Id","phylum"
"Hansschlegelia","Proteobacteria"
"Hephaestia","Proteobacteria"
"Herbaspirillum","Proteobacteria"
"Herpetosiphon","Chloroflexi"
"Hirschia","Proteobacteria"
"Hydrogenophaga","Proteobacteria"
"Hymenobacter","Bacteroidota"
"Hyphomicrobium","Proteobacteria"
"I-8","Planctomycetota"
"Ideonella","Proteobacteria"
"Ileibacterium","Firmicutes"
"Ilumatobacter","Actinobacteriota"
"Incertae Sedis","Firmicutes"
"Inhella","Proteobacteria"
"Inquilinus","Proteobacteria"
"Intestinibacter","Firmicutes"
"Intestinimonas","Firmicutes"
"21551","Chloroflexi"
"Jatrophihabitans","Actinobacteriota"
"JCM 18997","Actinobacteriota"
"JGI 0001001-H03","Acidobacteriota"
"Jiangella","Actinobacteriota"
"Kibdelosporangium","Actinobacteriota"
"Klebsiella","Proteobacteria"
"Knoellia","Actinobacteriota"
"Kribbella","Actinobacteriota"
"Lachnoclostridium","Firmicutes"
"Lachnospira","Firmicutes"
"Lachnospiraceae AC2044 group","Firmicutes"
"Lachnospiraceae ND3007 group","Firmicutes"
"Lachnospiraceae NK4A136 group","Firmicutes"
"Lachnospiraceae NK4B4 group","Firmicutes"
"Lachnospiraceae UCG-001","Firmicutes"
"Lachnospiraceae UCG-003","Firmicutes"
"Lachnospiraceae UCG-004","Firmicutes"
"Lachnospiraceae UCG-010","Firmicutes"
"Lactobacillus","Firmicutes"
"Lautropia","Proteobacteria"
"Lechevalieria","Actinobacteriota"
"Legionella","Proteobacteria"
"Lentimicrobium","Bacteroidota"
"Leptolyngbya ANT.L52.2","Cyanobacteria"
"Leptolyngbya EcFYyyy-00","Cyanobacteria"
"Leptolyngbya Es-Yyy1000","Cyanobacteria"
"Leptolyngbya VRUC 135","Cyanobacteria"
"Leptonema","Spirochaetota"
"Limnobacter","Proteobacteria"
"Longispora","Actinobacteriota"
"Luteimonas","Proteobacteria"
"Luteitalea","Acidobacteriota"
"Lysobacter","Proteobacteria"
"Macellibacteroides","Bacteroidota"
"Marvinbryantia","Firmicutes"
"Mastigocladopsis PCC-10914","Cyanobacteria"
"Mesorhizobium","Proteobacteria"
"Methylobacterium-Methylorubrum","Proteobacteria"
"Methyloceanibacter","Proteobacteria"
"Methylocella","Proteobacteria"
"Methylorosula","Proteobacteria"
"Methylosinus","Proteobacteria"
"Methyloversatilis","Proteobacteria"
"Methylovirgula","Proteobacteria"
"Microbacterium","Actinobacteriota"
"Microcoleus Es-Yyy1400","Cyanobacteria"
"Microcoleus PCC-7113","Cyanobacteria"
"Microcoleus SAG 1449-1a","Cyanobacteria"
"Microlunatus","Actinobacteriota"
"Microvirga","Proteobacteria"
"MN 122.2a","Proteobacteria"
"MND1","Proteobacteria"
"Modestobacter","Actinobacteriota"
"Monoglobus","Firmicutes"
"Mycetocola","Actinobacteriota"
"Mycobacterium","Actinobacteriota"
"Nakamurella","Actinobacteriota"
"Neo-b11","Proteobacteria"
"Nesterenkonia","Actinobacteriota"
"Nevskia","Proteobacteria"
"Niastella","Bacteroidota"
"Nitriliruptor","Actinobacteriota"
"Nitrosomonas","Proteobacteria"
"Nitrospira","Nitrospirota"
"NK4A214 group","Firmicutes"
"Nocardia","Actinobacteriota"
"Nocardioides","Actinobacteriota"
"Nonomuraea","Actinobacteriota"
"Nordella","Proteobacteria"
"Nostoc PCC-73102","Cyanobacteria"
"Noviherbaspirillum","Proteobacteria"
"Novosphingobium","Proteobacteria"
"Ochrobactrum","Proteobacteria"
"Ohtaekwangia","Bacteroidota"
"OLB12","Bacteroidota"
"OLB17","Acidobacteriota"
"OLB8","Bacteroidota"
"OM27 clade","Bdellovibrionota"
"Opitutus","Verrucomicrobiota"
"Oscillibacter","Firmicutes"
"Oscillospira","Firmicutes"
"Ottowia","Proteobacteria"
"Oxalobacter","Proteobacteria"
"P3OB-42","Myxococcota"
"Paenarthrobacter","Actinobacteriota"
"Paenibacillus","Firmicutes"
"Pajaroellobacter","Myxococcota"
"Papillibacter","Firmicutes"
"Parabacteroides","Bacteroidota"
"Parasutterella","Proteobacteria"
"Parviterribacter","Actinobacteriota"
"Pediococcus","Firmicutes"
"Pedobacter","Bacteroidota"
"Pedomicrobium","Proteobacteria"
"Phascolarctobacterium","Firmicutes"
"Phaselicystis","Myxococcota"
"Phormidesmis ANT.L52.6","Cyanobacteria"
"Phormidium SAG 37.90","Cyanobacteria"
"Phreatobacter","Proteobacteria"
"Phytohabitans","Actinobacteriota"
"Phytomonospora","Actinobacteriota"
"Pirellula","Planctomycetota"
"PMMR1","Proteobacteria"
"Polymorphobacter","Proteobacteria"
"Prevotella","Bacteroidota"
"Prevotellaceae NK3B31 group","Bacteroidota"
"Prevotellaceae UCG-001","Bacteroidota"
"Promicromonospora","Actinobacteriota"
"Prosthecobacter","Verrucomicrobiota"
"Proteiniclasticum","Firmicutes"
"Pseudaminobacter","Proteobacteria"
"Pseudarcobacter","Campilobacterota"
"Pseudarthrobacter","Actinobacteriota"
"Pseudogulbenkiania","Proteobacteria"
"Pseudomonas","Proteobacteria"
"Pseudonocardia","Actinobacteriota"
"Pseudorhodobacter","Proteobacteria"
"Pseudorhodoplanes","Proteobacteria"
"Pseudoxanthomonas","Proteobacteria"
"Psychroglaciecola","Proteobacteria"
"Puia","Bacteroidota"
"Ralstonia","Proteobacteria"
"Raoultella","Proteobacteria"
"RB41","Acidobacteriota"
"Reyranella","Proteobacteria"
"Rhizobacter","Proteobacteria"
"Rhizorhapis","Proteobacteria"
"Rhodobacter","Proteobacteria"
"Rhodococcus","Actinobacteriota"
"Rhodoferax","Proteobacteria"
"Rhodoplanes","Proteobacteria"
"Rhodovarius","Proteobacteria"
"Rhodovastum","Proteobacteria"
"Romboutsia","Firmicutes"
"Roseburia","Firmicutes"
"Roseimicrobium","Verrucomicrobiota"
"Roseisolibacter","Gemmatimonadota"
"Roseomonas","Proteobacteria"
"Rothia","Actinobacteriota"
"Rubellimicrobium","Proteobacteria"
"Rubritepida","Proteobacteria"
"Rubrivivax","Proteobacteria"
"Rubrobacter","Actinobacteriota"
"Rufibacter","Bacteroidota"
"Ruminococcus","Firmicutes"
"Saccharopolyspora","Actinobacteriota"
"Saccharothrix","Actinobacteriota"
"Salipaludibacillus","Firmicutes"
"Sarcina","Firmicutes"
"Scytonema UTEX 2349","Cyanobacteria"
"Segetibacter","Bacteroidota"
"Shimazuella","Firmicutes"
"Shinella","Proteobacteria"
"Skermanella","Proteobacteria"
"Solirubrobacter","Actinobacteriota"
"Sphaerisporangium","Actinobacteriota"
"Sphaerotilus","Proteobacteria"
"Sphingoaurantiacus","Proteobacteria"
"Sphingobacterium","Bacteroidota"
"Sphingomonas","Proteobacteria"
"Sphingorhabdus","Proteobacteria"
"Sporichthya","Actinobacteriota"
"Sporocytophaga","Bacteroidota"
"Staphylococcus","Firmicutes"
"Stenotrophobacter","Acidobacteriota"
"Stenotrophomonas","Proteobacteria"
"Steroidobacter","Proteobacteria"
"Streptococcus","Firmicutes"
"Streptomyces","Actinobacteriota"
"Subdoligranulum","Firmicutes"
"Subgroup 10","Acidobacteriota"
"Sulfuriferula","Proteobacteria"
"Sulfurifustis","Proteobacteria"
"Sulfuritalea","Proteobacteria"
"Sumerlaea","Sumerlaeota"
"Sutterella","Proteobacteria"
"SWB02","Proteobacteria"
"Symplocastrum CPER-KK1","Cyanobacteria"
"SZB85","Proteobacteria"
"Tabrizicola","Proteobacteria"
"Tenggerimyces","Actinobacteriota"
"Terrimonas","Bacteroidota"
"Terrisporobacter","Firmicutes"
"Tetrasphaera","Actinobacteriota"
"Thermomonas","Proteobacteria"
"Thiobacillus","Proteobacteria"
"Thiothrix","Proteobacteria"
"TM7a","Patescibacteria"
"Trichococcus","Firmicutes"
"Trichocoleus SAG 26.92","Cyanobacteria"
"Truepera","Deinococcota"
"Tychonema CCAP 1459-11B","Cyanobacteria"
"Tyzzerella","Firmicutes"
"UBA1819","Firmicutes"
"UCG-002","Firmicutes"
"UCG-003","Firmicutes"
"UCG-005","Firmicutes"
"UCG-009","Firmicutes"
"UTBCD1","Bacteroidota"
"UTCFX1","Chloroflexi"
"Vibrio","Proteobacteria"
"Vicinamibacter","Acidobacteriota"
"Virgisporangium","Actinobacteriota"
"Vogesella","Proteobacteria"
"Vulgatibacter","Myxococcota"
"wb1-P19","Proteobacteria"
"Weissella","Firmicutes"
"Woeseia","Proteobacteria"
"YC-ZSS-LKJ147","Gemmatimonadota"
