"Id","phylum"
"Chthoniobacter","Verrucomicrobiota"
"Chthonomonas","Armatimonadota"
"Citrobacter","Proteobacteria"
"Clostridium sensu stricto 1","Firmicutes"
"Clostridium sensu stricto 13","Firmicutes"
"Colidextribacter","Firmicutes"
"Collinsella","Actinobacteriota"
"Comamonas","Proteobacteria"
"Constrictibacter","Proteobacteria"
"Coprococcus","Firmicutes"
"Corynebacterium","Actinobacteriota"
"Crossiella","Actinobacteriota"
"Cupriavidus","Proteobacteria"
"Cutibacterium","Actinobacteriota"
"Cyanobium PCC-6307","Cyanobacteria"
"Dactylosporangium","Actinobacteriota"
"Dechloromonas","Proteobacteria"
"Defluviicoccus","Proteobacteria"
"Desulfatiglans","Desulfobacterota"
"Desulfomicrobium","Desulfobacterota"
"Desulfonatronovibrio","Desulfobacterota"
"Desulforhopalus","Desulfobacterota"
"Desulfosarcina","Desulfobacterota"
"Desulfovibrio","Desulfobacterota"
"Desulfurivibrio","Desulfobacterota"
"Dethiobacter","Firmicutes"
"Devosia","Proteobacteria"
"Dialister","Firmicutes"
"Dietzia","Actinobacteriota"
"Dongia","Proteobacteria"
"Dorea","Firmicutes"
"Dubosiella","Firmicutes"
"Edaphobaculum","Bacteroidota"
"Ellin6067","Proteobacteria"
"Elusimicrobium","Elusimicrobiota"
"Enhydrobacter","Proteobacteria"
"Enterobacter","Proteobacteria"
"Enterorhabdus","Actinobacteriota"
"Erysipelatoclostridium","Firmicutes"
"Erysipelotrichaceae UCG-003","Firmicutes"
"Escherichia-Shigella","Proteobacteria"
"Euzebya","Actinobacteriota"
"Faecalibacterium","Firmicutes"
"Faecalibaculum","Firmicutes"
"Family XIII AD3011 group","Firmicutes"
"FFCH7168","Chloroflexi"
"Fictibacillus","Firmicutes"
"Filomicrobium","Proteobacteria"
"Fimbriiglobus","Planctomycetota"
"Flavisolibacter","Bacteroidota"
"Flavobacterium","Bacteroidota"
"Flavonifractor","Firmicutes"
"Flindersiella","Actinobacteriota"
"Fournierella","Firmicutes"
"Friedmanniella","Actinobacteriota"
"Fusicatenibacter","Firmicutes"
"Gaiella","Actinobacteriota"
"Galbitalea","Actinobacteriota"
"GCA-900066575","Firmicutes"
"Gemmata","Planctomycetota"
"Gemmatimonas","Gemmatimonadota"
"Gemmobacter","Proteobacteria"
"Geothrix","Acidobacteriota"
"Glycomyces","Actinobacteriota"
"Granulosicoccus","Proteobacteria"
"Haemophilus","Proteobacteria"
"Haliea","Proteobacteria"
"Halioglobus","Proteobacteria"
"Halomonas","Proteobacteria"
"Helicobacter","Campilobacterota"
"Herbihabitans","Actinobacteriota"
"Herpetosiphon","Chloroflexi"
"Hydrogenophaga","Proteobacteria"
"Hyphomicrobium","Proteobacteria"
"I-8","Planctomycetota"
"Iamia","Actinobacteriota"
"Ideonella","Proteobacteria"
"Ignavibacterium","Bacteroidota"
"Ilumatobacter","Actinobacteriota"
"IMCC26207","Actinobacteriota"
"Incertae Sedis","Firmicutes"
"Intestinibacter","Firmicutes"
"Intestinimonas","Firmicutes"
"21551","Chloroflexi"
"Jatrophihabitans","Actinobacteriota"
"Jeotgalicoccus","Firmicutes"
"JGI 0001001-H03","Acidobacteriota"
"Jiangella","Actinobacteriota"
"JTB255 marine benthic group","Proteobacteria"
"Kibdelosporangium","Actinobacteriota"
"Klebsiella","Proteobacteria"
"Knoellia","Actinobacteriota"
"Kocuria","Actinobacteriota"
"Lachnospira","Firmicutes"
"Lachnospiraceae AC2044 group","Firmicutes"
"Lachnospiraceae ND3007 group","Firmicutes"
"Lachnospiraceae NK4A136 group","Firmicutes"
"Lachnospiraceae UCG-003","Firmicutes"
"Lachnospiraceae UCG-004","Firmicutes"
"Lachnospiraceae UCG-006","Firmicutes"
"Lacibacter","Bacteroidota"
"Lacibacterium","Proteobacteria"
"Lactococcus","Firmicutes"
"Lacunisphaera","Verrucomicrobiota"
"Lautropia","Proteobacteria"
"Legionella","Proteobacteria"
"Lentimicrobium","Bacteroidota"
"Limnohabitans","Proteobacteria"
"Longilinea","Chloroflexi"
"Longispora","Actinobacteriota"
"Longivirga","Actinobacteriota"
"Luteimonas","Proteobacteria"
"Luteitalea","Acidobacteriota"
"Luteolibacter","Verrucomicrobiota"
"Lysinibacillus","Firmicutes"
"Marmoricola","Actinobacteriota"
"Marvinbryantia","Firmicutes"
"Massilia","Proteobacteria"
"Megamonas","Firmicutes"
"Megasphaera","Firmicutes"
"Mesorhizobium","Proteobacteria"
"Methylobacterium-Methylorubrum","Proteobacteria"
"Methylorosula","Proteobacteria"
"Methylotenera","Proteobacteria"
"Methylovirgula","Proteobacteria"
"Micrococcus","Actinobacteriota"
"Microlunatus","Actinobacteriota"
"Micromonospora","Actinobacteriota"
"Microvirga","Proteobacteria"
"Mitsuokella","Firmicutes"
"MM2","Proteobacteria"
"Monoglobus","Firmicutes"
"Mycobacterium","Actinobacteriota"
"Negativibacillus","Firmicutes"
"Neochlamydia","Verrucomicrobiota"
"Nitrolancea","Chloroflexi"
"Nitrosomonas","Proteobacteria"
"Nitrosospira","Proteobacteria"
"Nitrospira","Nitrospirota"
"NK4A214 group","Firmicutes"
"Nocardia","Actinobacteriota"
"Nocardioides","Actinobacteriota"
"Nordella","Proteobacteria"
"Noviherbaspirillum","Proteobacteria"
"Novosphingobium","Proteobacteria"
"oc32","Proteobacteria"
"Oceanicella","Proteobacteria"
"Ochrobactrum","Proteobacteria"
"OLB12","Bacteroidota"
"OLB17","Acidobacteriota"
"Olsenella","Actinobacteriota"
"OM27 clade","Bdellovibrionota"
"OM60(NOR5) clade","Proteobacteria"
"Opitutus","Verrucomicrobiota"
"Oscillibacter","Firmicutes"
"Ottowia","Proteobacteria"
"Oxalobacter","Proteobacteria"
"Paenarthrobacter","Actinobacteriota"
"Paenibacillus","Firmicutes"
"Paenisporosarcina","Firmicutes"
"Pajaroellobacter","Myxococcota"
"Pantoea","Proteobacteria"
"Papillibacter","Firmicutes"
"Parabacteroides","Bacteroidota"
"Paracoccus","Proteobacteria"
"Parasutterella","Proteobacteria"
"Parviterribacter","Actinobacteriota"
"Pedobacter","Bacteroidota"
"Peptococcus","Firmicutes"
"Phaeodactylibacter","Bacteroidota"
"Phascolarctobacterium","Firmicutes"
"Phreatobacter","Proteobacteria"
"Phycicoccus","Actinobacteriota"
"Pir4 lineage","Planctomycetota"
"Pirellula","Planctomycetota"
"Planomonospora","Actinobacteriota"
"Plot4-2H12","Proteobacteria"
"Polaromonas","Proteobacteria"
"Polycyclovorans","Proteobacteria"
"Polymorphobacter","Proteobacteria"
"Promicromonospora","Actinobacteriota"
"Prosthecobacter","Verrucomicrobiota"
"Proteiniclasticum","Firmicutes"
"Pseudahrensia","Proteobacteria"
"Pseudaminobacter","Proteobacteria"
"Pseudoflavitalea","Bacteroidota"
"Pseudonocardia","Actinobacteriota"
"Pseudorhodobacter","Proteobacteria"
"Pseudorhodoplanes","Proteobacteria"
"Qipengyuania","Proteobacteria"
"Ramlibacter","Proteobacteria"
"RB41","Acidobacteriota"
"Rhizocola","Actinobacteriota"
"Rhizorhapis","Proteobacteria"
"Rhodobacter","Proteobacteria"
"Rhodococcus","Actinobacteriota"
"Rhodocytophaga","Bacteroidota"
"Rhodoferax","Proteobacteria"
"Rhodopseudomonas","Proteobacteria"
"Rhodovastum","Proteobacteria"
"Rikenella","Bacteroidota"
"Rikenellaceae RC9 gut group","Bacteroidota"
"Romboutsia","Firmicutes"
"Roseisolibacter","Gemmatimonadota"
"Rubellimicrobium","Proteobacteria"
"Rubrivivax","Proteobacteria"
"Rubrobacter","Actinobacteriota"
"Saccharothrix","Actinobacteriota"
"Sandaracinus","Myxococcota"
"SCGC-AB-539-J10","Chloroflexi"
"Segetibacter","Bacteroidota"
"Sellimonas","Firmicutes"
"Skermanella","Proteobacteria"
"SM1A02","Planctomycetota"
"Sorangium","Myxococcota"
"Sphaerotilus","Proteobacteria"
"Sphingoaurantiacus","Proteobacteria"
"Sphingobacterium","Bacteroidota"
"Sphingomonas","Proteobacteria"
"Sphingopyxis","Proteobacteria"
"Sphingorhabdus","Proteobacteria"
"Sporocytophaga","Bacteroidota"
"Staphylococcus","Firmicutes"
"Starkeya","Proteobacteria"
"Stenotrophobacter","Acidobacteriota"
"Stenotrophomonas","Proteobacteria"
"Streptococcus","Firmicutes"
"Streptomyces","Actinobacteriota"
"Subdoligranulum","Firmicutes"
"Subgroup 10","Acidobacteriota"
"Sulfurifustis","Proteobacteria"
"Sulfuritalea","Proteobacteria"
"Sumerlaea","Sumerlaeota"
"SWB02","Proteobacteria"
"Tabrizicola","Proteobacteria"
"Taibaiella","Bacteroidota"
"Terrisporobacter","Firmicutes"
"Tetrasphaera","Actinobacteriota"
"Thermomonas","Proteobacteria"
"Thermomonospora","Actinobacteriota"
"Thioalkalivibrio","Proteobacteria"
"Thiothrix","Proteobacteria"
"Trichococcus","Firmicutes"
"Truepera","Deinococcota"
"Turicibacter","Firmicutes"
"Tuzzerella","Firmicutes"
"TX1A-55","Proteobacteria"
"UBA1819","Firmicutes"
"UCG-002","Firmicutes"
"UCG-005","Firmicutes"
"UCG-009","Firmicutes"
"Umezawaea","Actinobacteriota"
"Undibacterium","Proteobacteria"
"UTBCD1","Bacteroidota"
"Veillonella","Firmicutes"
"Virgisporangium","Actinobacteriota"
"wb1-P19","Proteobacteria"
"Woeseia","Proteobacteria"
"YC-ZSS-LKJ147","Gemmatimonadota"
"Yoonia-Loktanella","Proteobacteria"
