ID	Phylum
Cutibacterium	Actinobacteriota
Cyanobium PCC-6307	Cyanobacteria
Cyanothece PCC 7425	Cyanobacteria
Cystobacter	Myxococcota
Cytophaga	Bacteroidota
Dactylosporangium	Actinobacteriota
Dechlorobacter	Proteobacteria
Dechloromonas	Proteobacteria
Deefgea	Proteobacteria
Defluviicoccus	Proteobacteria
Defluviimonas	Proteobacteria
Defluviitaleaceae UCG-011	Firmicutes
Deinobacterium	Deinococcota
Deinococcus	Deinococcota
Delftia	Proteobacteria
Denitratisoma	Proteobacteria
Desemzia	Firmicutes
Desulfatiglans	Desulfobacterota
Desulfatitalea	Desulfobacterota
Desulfobulbus	Desulfobacterota
Desulfomicrobium	Desulfobacterota
Desulfonatronovibrio	Desulfobacterota
Desulforhopalus	Desulfobacterota
Desulfosarcina	Desulfobacterota
Desulfotignum	Desulfobacterota
Desulfovibrio	Desulfobacterota
Desulfuribacillus	Firmicutes
Desulfurivibrio	Desulfobacterota
Dethiobacter	Firmicutes
Dethiosulfovibrio	Synergistota
DEV008	Verrucomicrobiota
Devosia	Proteobacteria
dgA-11 gut group	Bacteroidota
Dialister	Firmicutes
Diaphorobacter	Proteobacteria
Dietzia	Actinobacteriota
Dinghuibacter	Bacteroidota
Dinoroseobacter	Proteobacteria
Diplorickettsia	Proteobacteria
Dokdonella	Proteobacteria
Dongia	Proteobacteria
Dorea	Firmicutes
DTU089	Firmicutes
Dubosiella	Firmicutes
Duganella	Proteobacteria
Dyadobacter	Bacteroidota
Dysgonomonas	Bacteroidota
E1B-B3-114	Actinobacteriota
Edaphobaculum	Bacteroidota
Edwardsiella	Proteobacteria
Eggerthella	Actinobacteriota
Eisenbergiella	Firmicutes
Ellin516	Verrucomicrobiota
Ellin517	Verrucomicrobiota
Ellin6055	Proteobacteria
Ellin6067	Proteobacteria
Elusimicrobium	Elusimicrobiota
Enhydrobacter	Proteobacteria
Enorma	Actinobacteriota
Ensifer	Proteobacteria
Enterobacter	Proteobacteria
Enterococcus	Firmicutes
Enterorhabdus	Actinobacteriota
Eoetvoesia	Proteobacteria
Epulopiscium	Firmicutes
Ereboglobus	Verrucomicrobiota
Erysipelatoclostridium	Firmicutes
Erysipelothrix	Firmicutes
Erysipelotrichaceae UCG-003	Firmicutes
Escherichia-Shigella	Proteobacteria
Eubacterium	Firmicutes
Euzebya	Actinobacteriota
Exiguobacterium	Firmicutes
Facklamia	Firmicutes
Faecalibacterium	Firmicutes
Faecalibaculum	Firmicutes
Falsarthrobacter	Actinobacteriota
Falsirhodobacter	Proteobacteria
Family XIII AD3011 group	Firmicutes
Family XIII UCG-001	Firmicutes
Ferribacterium	Proteobacteria
Ferrovibrio	Proteobacteria
Ferruginibacter	Bacteroidota
FFCH5858	Proteobacteria
FFCH7168	Chloroflexi
Fictibacillus	Firmicutes
Filomicrobium	Proteobacteria
Fimbriiglobus	Planctomycetota
Fimbriimonas	Armatimonadota
Flaviaesturariibacter	Bacteroidota
Flavihumibacter	Bacteroidota
Flavisolibacter	Bacteroidota
Flavitalea	Bacteroidota
Flavobacterium	Bacteroidota
Flavonifractor	Firmicutes
Flindersiella	Actinobacteriota
Fluviicola	Bacteroidota
Fodinicola	Actinobacteriota
Fournierella	Firmicutes
Frankia	Actinobacteriota
Friedmanniella	Actinobacteriota
Frisingicoccus	Firmicutes
Fusibacter	Firmicutes
Fusicatenibacter	Firmicutes
Fusobacterium	Fusobacteriota
Gaiella	Actinobacteriota
Galbitalea	Actinobacteriota
GCA-900066575	Firmicutes
Gemella	Firmicutes
Geminicoccus	Proteobacteria
Gemmata	Planctomycetota
Gemmatimonas	Gemmatimonadota
Gemmobacter	Proteobacteria
Geodermatophilus	Actinobacteriota
Georgenia	Actinobacteriota
Geothermomicrobium	Firmicutes
Geothrix	Acidobacteriota
Giesbergeria	Proteobacteria
Globicatella	Firmicutes
Glutamicibacter	Actinobacteriota
Glycomyces	Actinobacteriota
Gordonia	Actinobacteriota
Gordonibacter	Actinobacteriota
Granulicatella	Firmicutes
Granulosicoccus	Proteobacteria
GTL1	Patescibacteria
GWD2-49-16	Chloroflexi
Haemophilus	Proteobacteria
Hafnia-Obesumbacterium	Proteobacteria
Haliangium	Myxococcota
Haliea	Proteobacteria
Halioglobus	Proteobacteria
Haloactinopolyspora	Actinobacteriota
Halodesulfovibrio	Desulfobacterota
Halomonas	Proteobacteria
Hansschlegelia	Proteobacteria
Harryflintia	Firmicutes
Helicobacter	Campilobacterota
Hephaestia	Proteobacteria
Herbaspirillum	Proteobacteria
Herbihabitans	Actinobacteriota
Herpetosiphon	Chloroflexi
hgcI clade	Actinobacteriota
Hirschia	Proteobacteria
Holdemanella	Firmicutes
Holdemania	Firmicutes
Hungatella	Firmicutes
Hydrogenophaga	Proteobacteria
Hydrogenophilus	Proteobacteria
Hymenobacter	Bacteroidota
Hyphobacterium	Proteobacteria
Hyphomicrobium	Proteobacteria
I-8	Planctomycetota
Iamia	Actinobacteriota
Ideonella	Proteobacteria
Ignavibacterium	Bacteroidota
Ignavigranum	Firmicutes
Ileibacterium	Firmicutes
Ilumatobacter	Actinobacteriota
IMCC26207	Actinobacteriota
Incertae Sedis	Firmicutes
Inhella	Proteobacteria
Inquilinus	Proteobacteria
Intestinibacter	Firmicutes
Intestinimonas	Firmicutes
Iodobacter	Proteobacteria
IS-44	Proteobacteria
Isoptericola	Actinobacteriota
21551	Chloroflexi
Jatrophihabitans	Actinobacteriota
JCM 18997	Actinobacteriota
Jeotgalibaca	Firmicutes
Jeotgalibacillus	Firmicutes
Jeotgalicoccus	Firmicutes
JGI 0001001-H03	Acidobacteriota
Jiangella	Actinobacteriota
JTB255 marine benthic group	Proteobacteria
KD3-10	Myxococcota
Kibdelosporangium	Actinobacteriota
Kineosporia	Actinobacteriota
Kitasatospora	Actinobacteriota
Klebsiella	Proteobacteria
Kluyvera	Proteobacteria
Knoellia	Actinobacteriota
Kocuria	Actinobacteriota
Kordiimonas	Proteobacteria
Krasilnikovia	Actinobacteriota
Kribbella	Actinobacteriota
Kurthia	Firmicutes
Kushneria	Proteobacteria
Labilithrix	Myxococcota
Labrys	Proteobacteria
Lachnoclostridium	Firmicutes
Lachnospira	Firmicutes
Lachnospiraceae AC2044 group	Firmicutes
Lachnospiraceae FCS020 group	Firmicutes
Lachnospiraceae NC2004 group	Firmicutes
Lachnospiraceae ND3007 group	Firmicutes
Lachnospiraceae NK4A136 group	Firmicutes
Lachnospiraceae NK4B4 group	Firmicutes
Lachnospiraceae UCG-001	Firmicutes
Lachnospiraceae UCG-003	Firmicutes
Lachnospiraceae UCG-004	Firmicutes
Lachnospiraceae UCG-006	Firmicutes
Lachnospiraceae UCG-008	Firmicutes
Lachnospiraceae UCG-010	Firmicutes
Lacibacter	Bacteroidota
Lacibacterium	Proteobacteria
Lacihabitans	Bacteroidota
Lactobacillus	Firmicutes
Lactococcus	Firmicutes
Lacunisphaera	Verrucomicrobiota
Lampropedia	Proteobacteria
Lautropia	Proteobacteria
Leadbetterella	Bacteroidota
Lechevalieria	Actinobacteriota
Legionella	Proteobacteria
Lelliottia	Proteobacteria
Lentilitoribacter	Proteobacteria
Lentimicrobium	Bacteroidota
Leptolinea	Chloroflexi
Leptolyngbya ANT.L52.2	Cyanobacteria
Leptolyngbya EcFYyyy-00	Cyanobacteria
Leptolyngbya Es-Yyy1000	Cyanobacteria
Leptolyngbya VRUC 135	Cyanobacteria
Leptonema	Spirochaetota
Leptothrix	Proteobacteria
Leptotrichia	Fusobacteriota
Leucobacter	Actinobacteriota
Levilinea	Chloroflexi
Limibaculum	Proteobacteria
Limnobacter	Proteobacteria
Limnohabitans	Proteobacteria
Limnothrix	Cyanobacteria
Litorilinea	Chloroflexi
Longilinea	Chloroflexi
Longispora	Actinobacteriota
Longivirga	Actinobacteriota
Loriellopsis LF-B5	Cyanobacteria
Luedemannella	Actinobacteriota
Luteibacter	Proteobacteria
Luteimonas	Proteobacteria
Luteitalea	Acidobacteriota
Luteolibacter	Verrucomicrobiota
Lutimonas	Bacteroidota
Lysinibacillus	Firmicutes
Lysobacter	Proteobacteria
Macellibacteroides	Bacteroidota
Macrococcus	Firmicutes
Maricaulis	Proteobacteria
Marimicrobium	Proteobacteria
Marinicaulis	Proteobacteria
Marinobacter	Proteobacteria
Marinobacterium	Proteobacteria
Marinomonas	Proteobacteria
Marisediminicola	Actinobacteriota
Marmoricola	Actinobacteriota
Marvinbryantia	Firmicutes
Massilia	Proteobacteria
Mastigocladopsis PCC-10914	Cyanobacteria
Megamonas	Firmicutes
Megasphaera	Firmicutes
Meiothermus	Deinococcota
Melittangium	Myxococcota
Membranicola	Bacteroidota
Merdibacter	Firmicutes
Mesorhizobium	Proteobacteria
Methylibium	Proteobacteria
Methylobacter	Proteobacteria
Methylobacterium-Methylorubrum	Proteobacteria
Methyloceanibacter	Proteobacteria
Methylocella	Proteobacteria
Methylocystis	Proteobacteria
Methyloparacoccus	Proteobacteria
Methylopila	Proteobacteria
Methylorosula	Proteobacteria
Methylosarcina	Proteobacteria
Methylosinus	Proteobacteria
Methylotenera	Proteobacteria
Methyloversatilis	Proteobacteria
Methylovirgula	Proteobacteria
Methylovulum	Proteobacteria
Microbacterium	Actinobacteriota
Micrococcus	Actinobacteriota
Microcoleus CENA344	Cyanobacteria
Microcoleus Es-Yyy1400	Cyanobacteria
Microcoleus PCC-7113	Cyanobacteria
Microcoleus SAG 1449-1a	Cyanobacteria
Microlunatus	Actinobacteriota
Micromonospora	Actinobacteriota
Microvirga	Proteobacteria
Millisia	Actinobacteriota
Mitsuokella	Firmicutes
MIZ17	Methylomirabilota
ML602J-51	Actinobacteriota
mle1-7	Proteobacteria
MM2	Proteobacteria
MN 122.2a	Proteobacteria
MND1	Proteobacteria
Modestobacter	Actinobacteriota
Moheibacter	Bacteroidota
Monoglobus	Firmicutes
Morganella	Proteobacteria
Moritella	Proteobacteria
Moryella	Firmicutes
Mucilaginibacter	Bacteroidota
Mucispirillum	Deferribacterota
Muribaculum	Bacteroidota
Mycetocola	Actinobacteriota
Mycobacterium	Actinobacteriota
Nakamurella	Actinobacteriota
Nannocystis	Myxococcota
Natranaerovirga	Firmicutes
Negativibacillus	Firmicutes
Neisseria	Proteobacteria
Neo-b11	Proteobacteria
Neochlamydia	Verrucomicrobiota
Neptuniibacter	Proteobacteria
Nesterenkonia	Actinobacteriota
Nevskia	Proteobacteria
Niastella	Bacteroidota
Nibribacter	Bacteroidota
Nitriliruptor	Actinobacteriota
Nitrobacter	Proteobacteria
Nitrolancea	Chloroflexi
Nitrosomonas	Proteobacteria
Nitrosospira	Proteobacteria
Nitrospira	Nitrospirota
NK4A214 group	Firmicutes
Nocardia	Actinobacteriota
Nocardioides	Actinobacteriota
Nodosilinea PCC-7104	Cyanobacteria
Nonomuraea	Actinobacteriota
Nordella	Proteobacteria
Nostoc PCC-73102	Cyanobacteria
Noviherbaspirillum	Proteobacteria
Novosphingobium	Proteobacteria
oc32	Proteobacteria
Oceanicella	Proteobacteria
Oceanobacillus	Firmicutes
Oceanobacter	Proteobacteria
Ochrobactrum	Proteobacteria
Odoribacter	Bacteroidota
Ohtaekwangia	Bacteroidota
Oikopleura	Verrucomicrobiota
OLB12	Bacteroidota
OLB13	Chloroflexi
OLB17	Acidobacteriota
OLB8	Bacteroidota
Olivibacter	Bacteroidota
Olsenella	Actinobacteriota
OM27 clade	Bdellovibrionota
OM60(NOR5) clade	Proteobacteria
Opitutus	Verrucomicrobiota
Oribacterium	Firmicutes
Ornithinimicrobium	Actinobacteriota
Ornithobacterium	Bacteroidota
Oscillibacter	Firmicutes
Oscillospira	Firmicutes
Ottowia	Proteobacteria
Oxalobacter	Proteobacteria
P3OB-42	Myxococcota
Paenarthrobacter	Actinobacteriota
Paenibacillus	Firmicutes
Paeniclostridium	Firmicutes
Paenisporosarcina	Firmicutes
Pajaroellobacter	Myxococcota
Paludibacter	Bacteroidota
Paludicola	Firmicutes
Pantoea	Proteobacteria
Papillibacter	Firmicutes
Parabacteroides	Bacteroidota
Parablastomonas	Proteobacteria
Paraclostridium	Firmicutes
Paracoccus	Proteobacteria
Paraherbaspirillum	Proteobacteria
Paramaledivibacter	Firmicutes
Paraprevotella	Bacteroidota
Parasegetibacter	Bacteroidota
Parasphingopyxis	Proteobacteria
Parasutterella	Proteobacteria
Parvibacter	Actinobacteriota
Parviterribacter	Actinobacteriota
Patulibacter	Actinobacteriota
Pediococcus	Firmicutes
Pedobacter	Bacteroidota
Pedomicrobium	Proteobacteria
Pelagibacterium	Proteobacteria
Pelolinea	Chloroflexi
Pelomonas	Proteobacteria
Pelosinus	Firmicutes
Peptoclostridium	Firmicutes
Peptococcus	Firmicutes
Peptostreptococcus	Firmicutes
Peredibacter	Bdellovibrionota
Phaeobacter	Proteobacteria
Phaeodactylibacter	Bacteroidota
Phascolarctobacterium	Firmicutes
Phaselicystis	Myxococcota
Phenylobacterium	Proteobacteria
Phocea	Firmicutes
Phormidesmis ANT.L52.6	Cyanobacteria
Phormidium SAG 37.90	Cyanobacteria
Photobacterium	Proteobacteria
Phreatobacter	Proteobacteria
Phycicoccus	Actinobacteriota
Phyllobacterium	Proteobacteria
Phytohabitans	Actinobacteriota
Phytomonospora	Actinobacteriota
Pir4 lineage	Planctomycetota
Pirellula	Planctomycetota
Piscinibacter	Proteobacteria
Planctomicrobium	Planctomycetota
Planctopirus	Planctomycetota
Planifilum	Firmicutes
Planococcus	Firmicutes
Planomonospora	Actinobacteriota
Planosporangium	Actinobacteriota
Plot4-2H12	Proteobacteria
PMMR1	Proteobacteria
Polaromonas	Proteobacteria
Polycyclovorans	Proteobacteria
Polymorphobacter	Proteobacteria
Pontibacter	Bacteroidota
Porphyrobacter	Proteobacteria
Porphyromonas	Bacteroidota
possible genus 04	Fibrobacterota
Prevotella	Bacteroidota
Prevotellaceae Ga6A1 group	Bacteroidota
Prevotellaceae NK3B31 group	Bacteroidota
Prevotellaceae UCG-001	Bacteroidota
Prevotellaceae UCG-003	Bacteroidota
Procabacter	Proteobacteria
Promicromonospora	Actinobacteriota
Propioniciclava	Actinobacteriota
Prosthecobacter	Verrucomicrobiota
Prosthecomicrobium	Proteobacteria
Proteiniclasticum	Firmicutes
Proteocatella	Firmicutes
Proteus	Proteobacteria
Providencia	Proteobacteria
Pseudacidovorax	Proteobacteria
Pseudahrensia	Proteobacteria
Pseudaminobacter	Proteobacteria
Pseudarcobacter	Campilobacterota
Pseudarthrobacter	Actinobacteriota
Pseudenhygromyxa	Myxococcota
Pseudoalteromonas	Proteobacteria
Pseudoclavibacter	Actinobacteriota
Pseudoduganella	Proteobacteria
Pseudoflavitalea	Bacteroidota
Pseudoflavonifractor	Firmicutes
Pseudofulvimonas	Proteobacteria
Pseudogracilibacillus	Firmicutes
Pseudogulbenkiania	Proteobacteria
Pseudolabrys	Proteobacteria
Pseudomonas	Proteobacteria
Pseudonocardia	Actinobacteriota
Pseudorhizobium	Proteobacteria
Pseudorhodobacter	Proteobacteria
Pseudorhodoferax	Proteobacteria
Pseudorhodoplanes	Proteobacteria
Pseudosphingobacterium	Bacteroidota
Pseudoxanthomonas	Proteobacteria
Psychrobacter	Proteobacteria
Psychroglaciecola	Proteobacteria
Puia	Bacteroidota
Pygmaiobacter	Firmicutes
Pyramidobacter	Synergistota
Qipengyuania	Proteobacteria
Quadrisphaera	Actinobacteriota
Quatrionicoccus	Proteobacteria
Quinella	Firmicutes
Ralstonia	Proteobacteria
Ramlibacter	Proteobacteria
Raoultella	Proteobacteria
RB41	Acidobacteriota
Reyranella	Proteobacteria
Rhizobacter	Proteobacteria
Rhizocola	Actinobacteriota
Rhizorhapis	Proteobacteria
Rhodobacter	Proteobacteria
Rhodobaculum	Proteobacteria
Rhodococcus	Actinobacteriota
Rhodocytophaga	Bacteroidota
Rhodoferax	Proteobacteria
Rhodoligotrophos	Proteobacteria
Rhodomicrobium	Proteobacteria
Rhodopila	Proteobacteria
Rhodopirellula	Planctomycetota
Rhodoplanes	Proteobacteria
Rhodopseudomonas	Proteobacteria
Rhodovarius	Proteobacteria
Rhodovastum	Proteobacteria
Rickettsiella	Proteobacteria
Rikenella	Bacteroidota
Rikenellaceae RC9 gut group	Bacteroidota
Robiginitomaculum	Proteobacteria
Robinsoniella	Firmicutes
Rodentibacter	Proteobacteria
Romboutsia	Firmicutes
Roseateles	Proteobacteria
Roseburia	Firmicutes
Roseimicrobium	Verrucomicrobiota
Roseisolibacter	Gemmatimonadota
Roseobacter	Proteobacteria
Roseobacter clade NAC11-7 lineage	Proteobacteria
Roseomonas	Proteobacteria
Roseovarius	Proteobacteria
Rothia	Actinobacteriota
Rubellimicrobium	Proteobacteria
Rubritepida	Proteobacteria
Rubrivivax	Proteobacteria
Rubrobacter	Actinobacteriota
Rufibacter	Bacteroidota
Ruminobacter	Proteobacteria
Ruminococcus	Firmicutes
Runella	Bacteroidota
Saccharopolyspora	Actinobacteriota
Saccharothrix	Actinobacteriota
Salinibacterium	Actinobacteriota
Salinispora	Actinobacteriota
Salipaludibacillus	Firmicutes
Salmonella	Proteobacteria
Sandaracinus	Myxococcota
Sarcina	Firmicutes
SCGC-AB-539-J10	Chloroflexi
Schlegelella	Proteobacteria
Schlesneria	Planctomycetota
Scytonema UTEX 2349	Cyanobacteria
Sediminibacterium	Bacteroidota
SEEP-SRB1	Desulfobacterota
Segetibacter	Bacteroidota
Sellimonas	Firmicutes
Seohaeicola	Proteobacteria
Serinicoccus	Actinobacteriota
Serratia	Proteobacteria
SH-PL14	Planctomycetota
SH3-11	Verrucomicrobiota
Sh765B-TzT-35	Methylomirabilota
Shewanella	Proteobacteria
Shimazuella	Firmicutes
Shinella	Proteobacteria
Shuttleworthia	Firmicutes
Siccibacter	Proteobacteria
Silicimonas	Proteobacteria
Simplicispira	Proteobacteria
Singulisphaera	Planctomycetota
Skermanella	Proteobacteria
Slackia	Actinobacteriota
SM1A02	Planctomycetota
Smithella	Desulfobacterota
Solibacillus	Firmicutes
Solirubrobacter	Actinobacteriota
Soonwooa	Bacteroidota
Sorangium	Myxococcota
Sphaerisporangium	Actinobacteriota
Sphaerotilus	Proteobacteria
Sphingoaurantiacus	Proteobacteria
Sphingobacterium	Bacteroidota
Sphingobium	Proteobacteria
Sphingomonas	Proteobacteria
Sphingopyxis	Proteobacteria
Sphingorhabdus	Proteobacteria
Spirillospora	Actinobacteriota
Spirosoma	Bacteroidota
Sporacetigenium	Firmicutes
Sporichthya	Actinobacteriota
Sporocytophaga	Bacteroidota
Sporosarcina	Firmicutes
Stackebrandtia	Actinobacteriota
Staphylococcus	Firmicutes
Stappia	Proteobacteria
Starkeya	Proteobacteria
Stenotrophobacter	Acidobacteriota
Stenotrophomonas	Proteobacteria
Steroidobacter	Proteobacteria
Streptococcus	Firmicutes
Streptomyces	Actinobacteriota
Subdoligranulum	Firmicutes
Subgroup 10	Acidobacteriota
